opinion,user_description,review
Opinión sobre BBVA,"Valor, muy Rentable, y SOCIAL.... Malvender Gente.,..Andayaaaa",1.0
Opinión sobre BBVA,"La atencion recibida es pésima, las explicaciones recibidas por la gestora no son nada clarificadoras, en resumen, no le recomiendo a nadie acudir a la Bbva",1.0
Opinión sobre BBVA,"Les pido que me impriman los movimientos de un dia  y me piden 3 euros, que verguenza!!!!",4.0
Opinión sobre BBVA,El director de la oficina de Aranda de Duero es un ****. Ojalá le despidan por su trato a los clientes.,1.0
Opinión sobre BBVA,Mucha cartita i micho blabla pero despues nada un timo,1.0
Opinión sobre BBVA,"Es un valor, muy RENTABLE, con grandes DIVIDENDOS,  Y q nooo malvendo,, 6,134 
jajajaazz,,,Acciones,q hace unos años, se cotizaron, a 18 y 19 Euros,,,como para Vender, a 6,13...jajajaazz.",1.0
Opinión sobre BBVA,"No solucionan problemas a los clientes y jamás cogen el teléfono hay que perder días de trabajo para todo. Un 0
",1.0
Opinión sobre BBVA,Miran poco por los clientes. Tenía automáticamente un límite de descubierto les dige Q si podrían pagar el seguro del coche el día 9 que el 10 cobraba y no solo no lo pagaron que además me h a b quitado el limite de descubierto estoy jarto de llamar y como siempre ni cogen el teléfono ni devuelven la llamada. Si no están en BBVA buscar otro banco y si estáis intente salirse de hay,1.0
Opinión sobre BBVA,No saben tratar a las personas el personal son unos incompetentes.Si tienes que hacer una gestión y no eres clientes no te atienden hasta que terminen con sus clientes asi tengas que pasar alli sentada una hora.no lo recomiendo.,1.0
Opinión sobre BBVA,"Hola vivo en Cáceres capital,extremadura, y me parece lamentable que un banco como bbva no tenga cuenta monedas para sus clientes, llevé casi unos 100€ en monedas de 1€,de 10centimos,de 2centimos,de 2€ de 50centimos,etcétera. Pero
Los lleve contados pero en dos bolsas,una las monedas grandes y otra solo centimos,y me docen la mujer de la caja que asi no se aceptan,qie tiene que ser con blisters...me da los blisters y vuelvo al día siguiente y me dice esta señora desagradable...",1.0
Opinión sobre BBVA,"OPINO,q es un valor, Super Rentable, como para MALVENDER, a 5,915...acciones, q cuando el BOOM, se pagaron, a 19 Euros, voy a Malvender, a 5,915...jajajaazz vender más---jajajaazz.
",1.0
Opinión sobre BBVA,"40 min para que lo atiendan a uno siendo 6 personas en atención al cliente,claro que sólo atiende 2,los otros miran.Denia de Márquez de campo . ",5.0
Opinión sobre BBVA,"Bbva es un banco muy poderosa pero para atender a los usuarios malísimo, horario nada flexible. Trabajo de 8 a 15h como puedo gestionarlo si siempre esta cerrado, ademas tengo que ir corriendo y pirarme , no me da tiempo a nada. ",1.0
Opinión sobre BBVA,"Valor Estupendo, A Precio, de Risa...Mal vender...jajajaazz
puntuación... De 0--a 10,  8,5 le doy.",1.0
Opinión sobre BBVA,"Alucinó...Yaa dije, q Vender Títulos del BBVA a 6,02era de Risa, pues ya los tienes a 6,10...Y sigo pensando, lo mismo, Vender...Jajajaazz Vender jajajaazz.",1.0
Opinión sobre Anticipo Nómina BBVA,"La hora en la que actualizan es muy tarde, además de no actualizar los sabados y domingos es penoso que no podamos disponer de nuestro dinero porque no actualizan. Además los cajeros no te dan la opción de sacar billetes menores de 20 e ni elegir que billetes deseas sacar. ",1.0
Opinión sobre BBVA,"Vaaaamos BBVA,  q con el PSOE, lo Social, Sube.

Muy bueno,, valor Muy Rentable

",1.0
Opinión sobre BBVA,"Y q Nooo vendo, a 6,02...VALOR Segurisimo.









",5.0
Opinión sobre Cuenta Online Sin Comisiones,"Yo pedi 6000 Eu, para comprar mas acciones, PUES ESTABAN A UN PRECIO DE RISA, y me las dieron, a INTERES 0...pues era oara ACCIONES del BBVA...MUY CONTENTO ESTOY.",1.0
Opinión sobre BBVA,"FELICIDADES BBVA....Con politica, PROGRESIVA y SOCIAL, la acción, no para de SUVIR...LOGICO,   GRACIAS F.Gonzalez, y otros dirigentes.
",1.0
Opinión sobre BBVA,"Animo, Accionistas del BBVA, con Política, PROGRESIVA... Esto, mejora.  ANIMO y Comprar títulos del BBVA.




",1.0
Opinión sobre BBVA,"Muy lento, me cuesta muchísimo tiempo entrar en la página, se eterniza el mensaje, validando credenciales.",1.0
Opinión sobre BBVA,Oficina de Puente Tocinos Murcia no vale nada.Director todo el tiempo esta de cafe con su amigos o con puerta serrada y te manda con otros.Este director no vale.Si algien busca problema para irse a comprar casa de este banco.Tambien si preguntas algo te faltan de respeto.,1.0
Opinión sobre Anticipo Nómina BBVA,"llevo toda la mañana intentando llamar a la oficina 7676 de CIUDAD REAL,solo para avisar que,yo misma,con mi gestor online ( una maravilla )arregle un desaguisado que me hizo un empleado de la misma .SUENA UN BUEN RATO Y CORTAN !!!!! Se me puede decir si tienen obligacion de atender ? POR LO DEMAS ESTOY ENCANTADA . MUCHAS GRACIAS",1.0
Opinión sobre BBVA,Valor ,1.0
Opinión sobre Cuenta Online Go (con nómina),"No atienden telefónicamente.
Cliente con vinculaciones , pensión, domiciliaciones, tarjetas,fidelidad etc, cobran comisiones por ingresar ch/ sin mediar explicación.",5.0
Opinión sobre BBVA,Me adelantaron 2 nóminas (3000€) y solo pagué 30 euros. muy guay,1.0
Opinión sobre Cuenta Online Sin Comisiones,"he contratado un seguro de vida con bbva via telefonica, y llamo para cancelarlo, despues de 7 minutos contándome un cuento chino, acerca de la virtudes de su seguro, e insistiéndome en que lo mantenga,  yo me reafirmo en mi negativa, van y me corta ... poca profesionalidad.....  Ya no contrato más seguros vía telefónica y menos con BBVA.",1.0
Opinión sobre BBVA,"la aplicación está muy bien, de las mejores que he probado",1.0
Opinión sobre Cuenta Online Go (con nómina),"Muy complejo, necesitas introducir varias claves para hacer una sola operación, lioso y lento, nada ágil.",5.0
Opinión sobre Cuenta Online Sin Comisiones,"Es una vergüenza. Los trabajadores online no tienen ni idea, cada vez que llamas te dicen una cosa y las consultas y operaciones más simples son un laberinto supercomplicado. Llevamos más de ocho llamadas y visitas a entidades físicas para poner una cuenta con dos titulares y asociar dos tarjetas. Nos hemos dado por vencidos. Es una vergüenza. 

Nos venden que el futuro está en los bancos online, pero BBVA está aún muy lejos de eso. Un descontrol total.",1.0
Opinión sobre BBVA,"Ocultan cuentas a sus clientes según las resoluciones de la Agencia Española de Protección de Datos. Se puede consultar a la página web de la Agencia. Hay cosas peores que las comisiones, el **** de cuentas.",1.0
Opinión sobre BBVA,No dan la opción de consultas de mi cuenta.,1.0
Opinión sobre BBVA,"Con la solvencia de un prepotente, son como opinan, tratan muy mal a los posibles clientes, que se queden con su solvencia , los demás también la tienen.",1.0
Opinión sobre BBVA,"EXCELENTE...Valor SEGURO, Y SUBIENDO  BBVA....Ok vaaamos para riba Francisco Gonzalez.     OK",5.0
Opinión sobre BBVA,Hola buenos dias quiero poner mi opinión sobre el bbva la verdad que no pensé que fueran tan **** y les gustara reírse de sus clientes tanto en oficinas como la atención por telefono... Mi marido lleva meses con un préstamo concedido y lo tienen engañado que hoy se lo ponen que sino mañana que pasado y asi llevamos meses y no lo veo bien.... Y a parte el tiene la pensión y una nomina y yo tengo mi nomina también he puesto mil quejas no pensé que fueran asi con los clientes..,1.0
Opinión sobre BBVA,"Francisco ****....Yoo Vendería, la Participaciones de Telefónica... Mala Compra, Se hizo, y más Adelante, Sera, PEOR...Pienso",1.0
Opinión sobre BBVA,"Entonces Yo no Opino , hago Reacción, ...y yo voy a Vender, títulos, a menos de 6,70...jajajaazz",1.0
Opinión sobre BBVA,"Yo creo, q es un Valor, muy Seguro. .Y creo q tenéis, q buscar, la forma, de incentivar, más positivamente, a los Accionistas, Con Títulos, más Viejos,..Creo.

",1.0
Opinión sobre BBVA,"Excelente.... Malvender Acciones... Q yaa se Recuperan...Jajajaazz








",1.0
Opinión sobre BBVA,"Me dicen que para no cobrarme comisiones que me saque una tarjeta y que cumpla unos requisitos. Pero luego te engañan, y te cobran por la tarjeta y por sus movimientos. Primero tenian que ser 4 luego 7. Luego al cuatrimestre luego al trimestre. Son unos ****",1.0
Opinión sobre BBVA,"Porque **** engañandote, con tarjetas que quiero devolver y no me dejan, porque dicen que no me cobrarn, por condicinoes que cambian a menudo. Unos ****",4.0
Opinión sobre Hipoteca Fija,Pones un limite a tu tarjeta de crédito como medida de seguridad y no solo permiten que se realice mas gasto del limite si no que además te cobran comisión por ello. Y si me roban la tarjeta??? dejan que se gaste mas del límite y encima el banco me quita mas dinero. una vergüenza.,5.0
Opinión sobre BBVA,"Q Nooo, q nooo Malvendo Títulos del BBVA a 6,50...****, Si todos Pensaramos igualmente. ****,.....",1.0
Opinión sobre BBVA,"Pésimo es quedarse corto ! El peor banco que he conocido.
Por no darme de baja una tarjeta al año de tenerla me cobraron descubierto ese mes, me volvieron a cobrar a finales de año por haber tenido ese descubierto en ese año (el cuál ya pagué 6 meses antes) y al año al cancelar la cuenta volver a pagar por haber tenido descubierto, si señor 3 veves me cobraron por un triste descubierto que por cierto fue culpa suya ya que yo no quería esa tarjeta. Y 25 problemas más con BBVA.",5.0
Opinión sobre Cuenta Online Sin Comisiones,"Te venden una hipoteca al 1,85 fijo a 15 años pero justo cuando vas a firmar te enteras de lo que te quieren colar con el seguro de vida y el seguro de hogar. Que convierte el interés real en el 2,7%
Me han duplicado tanto el seguro de vida como el seguro de hogar respecto a una hipoteca que abrí con ellos hace dos años. 
El valor de tasación de ambas viviendas es el mismo y el de la hipoteca (importe a asegurar) tb es el mismo. Incluso las compañías aseguradoras son las mismas, ergo, es un timo",1.0
Opinión sobre BBVA,Para mi bbva es un banco 10 he abierto una cuenta on-line y no me cobran nada ni por las tarjetas ni nada cada 2 por tres ye mandan que tienes préstamos precincedidos a un buen tipo de interés lo único que veo mal que no tienes cuentas remuneradas y cuentas de ahorro a un tipo de interés bajito. Por lo demás todo correcto buen banco. ,1.0
Opinión sobre BBVA,Todo gastos y comisiones,1.0
Opinión sobre BBVA,Si no quieres tener sorpresas y tener una cuenta gratuita esta es la mejor opción. Un banco serio y con buenos productos,5.0
Opinión sobre BBVA,"En la página web apenas tienen atribuciones para nada, por lo que tras perder el tiempo solicitándoles lo mínimo, terminas desplazándote a la oficina física y vuelta a empezar. Se jactan de información clara y diáfana y son de lo más opacos. He tardado un año para que me resuelvan una reclamación, teniendo que pasar por todos y cada uno de sus filtros de atención al cliente, calidad, etc.., a ver si me aburrian!! No les ha quedado otra que darme la razón, a su pesar, o me iba al juzgado.  ",1.0
Opinión sobre BBVA,"abres una cuenta y ten endosan sin saberlo tarjetas, luego les reclamas, te dicen q están canceladas que no hay problema, cuando no hay nada cancelado y te siguen enviando cartas pidiendote gastos.",3.0
Opinión sobre BBVA,"Patética la atención del BBVA. Cuando era Caixa Catalunya atendían bien pero desde que la absorbió el BBVA los empleados son bordes y desagradables. Intentan no atenderte con excusas mil, son maleducados, no dan respuestas. Te dirigen sólo a la web on line o al cajero, no dan soluciones. Quieren cobrar incluso por sacar un extracto de cuenta que no se puede sacar on line porque no aparece la información antigua. Ni tan sólo poner una queja en la oficina me dejaban. ",1.0
Opinión sobre BBVA,"Un Timo, Jajajaazz,... Lo q no podemos querer, Gnar duros a pts... ****... Yo compré Acciones a 7,05...luego, para q No cayera más, a 6, 9...y por último, compre, a 6,27....Y Noooo Malvendo, Valor buenisimo, con muy buenos Divididendos....Como para MALVENDER...",1.0
Opinión sobre BBVA,Que me lo compren ellos por el 70.000 € menos de lo que dice esta aplicación que acepto. vaya **** mas grande .,1.0
Opinión sobre BBVA,Pues que no tienen paciencia  sólo pasa el personal  desayunando  muchos  números  en la caja y una persona atendiendo  los demás dando  paseos  en el establecimiento  no me extraña  q pierdan  clientes  desde luego a mi ya me perdieron  no me gustó  de la manera  q me atendió  encima  de haber  esperado ,1.0
Opinión sobre BBVA,"Igual que todos los demás bancos, no dan absolutamente nada. Mismo perro con distinto collar. El dinero, mejor debajo de la cama",1.0
Opinión sobre BBVA,Xq tengo un problema con seguro de casa y no me hacen ni **** ningún responsable se ha e cargo ni me llaman,1.0
Opinión sobre BBVA,"No le recomiendo a nadie trabajar con el BBVA. Todo perfecto cuando trabajas  por la WEB, pero si tienes algún problema que te lo tengan que solucionar en una oficina presencialmente, estás muerto-a. Mi experiencia es darme contra una pared porque quería saber si una transacción electrónica desde otro banco a mi cuenta se había realizado o no. Parece sencillo, pero para saberlo se debe de contar con las ganas de trabajar de las personas de la oficina presencial. En mi caso, las ganas = 0",3.0
Opinión sobre BBVA,"Muy Bueno, y muy Social.... Lo q pasa, con la mayoría, q lo califican, Como Un Timo...Lo hacen, porque, Noo ganan 10 pts invirtiendo 2 ....Q lloren menos, e inviertan 6000 Eu o más, y verán, lo rentable q es el BBVA... Los de un timo, jajajaazz.

",1.0
Opinión sobre BBVA,"Valor Seguro...Noo Malvendais...
",1.0
Opinión sobre BBVA,"Yooo, Alucinó...De bolsa, See Poco, pero lo justo, para Saber, q no Puedo Malvender, los Títulos, de un Valor seguro, Como BBVA.",1.0
Opinión sobre Cuenta Online Sin Comisiones,"Muy Disgustado,me han dejado sin mi nomina todo un fin de semana,en mi empresa todos los empleados que tienen la cuenta en Caja Rural o ING entre otras,han cobrado hace dos dias,me parece mentira que siendo un banco que presume de ser tan grande y tan global,trate asi y caliente de esta manera el dinero de sus llamados clientes.

vergonzoso,ya no aguanto mas,mes tras mes ocurre lo mismo.
este mismo lunes cambio de banco.",4.0
Opinión sobre BBVA,"Muy bueno.,y muy Rentable, Para aquel, Q No quiera hacer Duros a Peseta, y en Poco Tiempo.
                FELICIDADES... Ok FG..
",3.0
Opinión sobre Cuenta Online Sin Comisiones,"Soy usuario del bbva mas de 20 años Dicen que tiene la mejor web de toda Europa No se en que se han basado. Para recuperar la contraseña de tu cuneta se convierte en una Odisea. El sistema de capcha es pesimo No, lo siguiente UNA ****-",1.0
Opinión sobre BBVA,Muy buena app y aún no me han cobrado nada por la cuenta online ni por las tarjetas.,1.0
Opinión sobre BBVA,"Oficina 780 de barakaldo. Que desagradable es realizar cualquier operacion en esta oficina. Me refiero a las cajas. El empleado ha saltado mi turno en mi cara para
Atender a una conocida. Despues de discutir con él he preferido retrasar la gestión para cuando pueda pasar por mi oficina. No hay necesidad de pasar un mal rato para hacer una gestion con MI DINERO.",1.0
Opinión sobre Cuenta Online Sin Comisiones,"Fatal, llevo 3 meses con la cuenta online, la atencion pesima, solicite una tarjeta de credito y nisiquiera se dignaron a contestar asique como parece que os sobran clientes.mi nomina fuera y mis recibos y mis tarjetas Tb 



",5.0
Opinión sobre BBVA,"Por su amabilidad, con los cliente. 
Yo estoy Súper satisfecho, con el Personal del BBVA de Monesterio... Gracias. 

",1.0
Opinión sobre BBVA,"Q Noooo, q yo no Malvendió, las Acciones dei BBVA


Todo lo q sea Malvender a 6 o 6,30...Alucinó .
",1.0
Opinión sobre BBVA,porque te dicen una cosa pero luego es otra muy distinta ,1.0
Opinión sobre BBVA,"Si Yooo hubiera Dinero,  También, hija a Malverder Acciones del BBVA, por menos de 6,30 Eu Acción, jajajaazz... Enchufale Dinero F.G..
",5.0
Opinión sobre Cuenta Online Go (con nómina),Un Valor Bueno y Seguro...Pero Noo Malvendais...****.,1.0
Opinión sobre BBVA,Vergonzoso. Reparten tarjetas de crédito sin solicitud previa ni consentimiento del titular. ¡Toma burbuja 2.0!,1.0
Opinión sobre Cuenta Online Sin Comisiones,"Un timo ya no atiende ni en la oficina se te quedan mirando y no hacen nada.
Lo que dicen es habla con tu gestor personal por teléfono y para hablar con ellos tienes que esperar 4 días de vergüenza",1.0
Opinión sobre Cuenta Online Sin Comisiones,la cuenta de BBVA esta muy bien. pero no dan ningun incentivo por domiciliar la nomina. Para operar y contriolar tu dinero recomendable,1.0
Opinión sobre Tarjeta Ahora BBVA,"La gente donde trabaja el la oficina bbva de Batea (Tarragona ) De momento solo me saben decir ****,",1.0
Opinión sobre BBVA,Hay un mínimo de operaciones al trimestre para que sea gratuita y también se debe de utilitzar la aplicación online de forma periódica. También cobran por totdos los servicions en las oficinas que no se realizen por cajero. ,1.0
Opinión sobre BBVA,Publicitan y aseguran al abrir la cuenta que no cobran comisiones pero me han cobrado 26e por la tarjeta de débito y están poniendo trabas para reclamarles. ,5.0
Opinión sobre BBVA,Aunque anuncian que la tarjeta de débito es gratuita me cobraron 26e.,1.0
Opinión sobre BBVA,Esa aplicacion de adelanto de nomina es lo mas malo no se para q lo ofrecen si no te dan la opcion de hacer uso de ella.. me la dieeon 1 vez no la utilice y ahora q la necesito me dicen q tengo q dirirgirme al banco   no se porq ofrecen esto si primero lo tiene q poner a voltiar a uno  yo trabajo ..   gracias y no ofrescan lo q no cumplen.... ,1.0
Opinión sobre BBVA,"Abrí la cuenta online para mi empresa y no tuve más que problemas. La última: me devolvieron un recibo de la Seguridad Social habiendo dinero suficiente. Cuando reclamo me dicen que vaya a una oficina. Lo hago y me dicen que como es una cuenta online ellos no pueden hacer nada. Conclusión: 60€ de recargo porque son unos ****. Solo tengo allí lo justo hasta que abra cuenta en otro banco. Y después a volar, son mucho ruido y pocas nueces. ¡Ah! todavía espero que me reintegren comisiones 3 años",1.0
Opinión sobre Hipoteca BBVA,"Este banco ha cambiado la politica de comisiomes. Cobran por cada operación realizada con la tarjeta , a lo largo del semestre. UN ****!! Vigilar que tienen ganas de ganar más!",3.0
Opinión sobre Cuenta Online Sin Comisiones,"Totalmente desilusión pedí tarjeta de crédito y me la denegaron diciendo que debía telefonía mentira la  tiene el subdirector




",1.0
Opinión sobre Cuenta Online Go (con nómina),"60 € por sacar tu dinero??? Aunque sea via talon bancario. Si pides explicaciones al Director de la sucursal, la respuesta es que es lo que hay..... Vamos que se podria decir que la emisora de tickets que tienen es mas resolutiva. En fin, ni una mas. Saco lo mio y me voy a otro banco. Sera por bancos.


",3.0
Opinión sobre BBVA,No cumplen las condiciones que te ofrecen en la hipoteca,1.0
Opinión sobre BBVA,"A ver si leemos bien las condiciones: LA TARJETA SOLO ES GRATIS PARA LOS NUEVOS CLIENTES. Y si ya eres cliente o pagas por ella o no la pides, que tampoco es obligatoria",1.0
Opinión sobre BBVA,"Buena cuenta. Para domiciliar la nómina no es el banco que te dara mas ventajas, pero esque bbva no te pedira nada a cambio. Además, es un banco serio y que si sabe utilizar bien las nuevas tecnologias",1.0
Opinión sobre BBVA,"Es muy increíble. Me estoy haciendo cliente en modo online, estoy 10 minutos con todos los pasos que te piden y al final te pone, lo sentimos no se a realizado bien un paso empieze de nuevo. Perdona pues dime en qué he fallado!!!!,,me ido a otro banco ala
",3.0
Opinión sobre BBVA,El servicio que ofrecen como gestor on line es poco profesional y maleducado.,1.0
Opinión sobre BBVA,por que es mi BANCO DE TODA LA VIDA,1.0
Opinión sobre Cuenta Online Sin Comisiones,"Todavía no les he perdonado que me intentaran enchufar Participaciones Preferentes. 
****
Cancelé la cuenta y nunca más he vuelto a ser cliente.",1.0
Opinión sobre BBVA,"Os voy a contar la última del BBVA.
Soy cliente de hace 25 años..siempre m habían autorizado descubierto al tener la nómina...He tenido el infortunio de tener que ser operado de 3hernias hace 25dias.este mes por diversos motivos he tenido muchos gastos así que llamo para que me autoricen descubierto.
Me dicen que tengo que ir a la oficina (la primera vez que me lo dicen).Les informo que estoy operado y en cama y no puedo desplazarme y que nunca había tenido problemas...Me dice que tengo qué hace",1.0
Opinión sobre BBVA,"Soy un modesto cliente de BBVA, sin nomina, ni recibos en esa cuenta y hasta ahora todo lo pactado es correcto, ni comisiones, ni administracion y tarjeta gratuita",5.0
Opinión sobre Cuenta Online Sin Comisiones,"Es un timo, especifica sin comisiones pero a mi me cobraron
26e por una tarjeta de débito el año pasado. Además ponen todo tipo de trabas para reclamarles. ",1.0
Opinión sobre BBVA,"Gracias Francisco Gonzalez, por no dejar Caer más   las acciones del BBVA... Gracias  Ok.  Los grandes Banqueros, Ante todo SOCIALES...",5.0
Opinión sobre BBVA,"Es el PRIMER banco con el que tengo PROBLEMAS. No escuchan, ir a a la oficina es perder el tiempo además del dinero. Aunque quieras ir por delante para que no te cobren comisiones no lo consigues. Los empleados son un MURO. Solo sirven para cabrear.",1.0
Opinión sobre Cuenta Online Sin Comisiones,"Es una ****. Te lo pintan todo bonito: muy fácil, se puede tramitar desde casa y la aplicacion movil. Me apuntaba para acabar con las abusivas comisiones, claro ""como eres un parado, vamos a por ti, y ahora con la fusión te ****"".

La realidad es otra. Fallo de sistema, llamé a la central varias veces porque resulta ser que las oficinistas no tienen la más remota idea de cumplimentar los procesos. ""Todo muy bien, ahora solo vaya a casa y vuelva a vernos para cancelar la cuenta"". ****.",1.0
Opinión sobre BBVA,Muy amables para abrir la cuenta y luego te imposibilitan sacar nada de dinero,5.0
Opinión sobre BBVA,"Totalmente abusivo te quitan casi 200 € y y no puedes hacer nada,  comisiones de tarjetas de mantenimiento y de lo que se les ocurra tengo hipoteca nómina seguros y recibos todas  vinculaciones 18 años en caixa Cataluña y ningún problema y llegan  estás **** y aquí tenéis el resultado todos los bancos son iguales, pero BBVA merece arruinarse y morirse de asco",1.0
Opinión sobre BBVA,"Dimos de baja la cuenta hace 7 meses y nos siguen reclamando un gasto que era completamente gratis. En la oficina ya no saben que decirnos les cae la cara de verguenza. Lo dicho in timo
",1.0
Opinión sobre Cuenta Online Sin Comisiones,Me pusieron en mora por el descubierto de 230€ sin llamarme para darme la opción a pagar a unos dias de cobrar.,1.0
Opinión sobre BBVA,"BBVA adquirió la Caja de la cual he sido cliente toda la vida.
El resultado ha sido pasar a cobrarme 160€ anuales por una cuenta sin nómina? Vaya abuso. 
Ante tal absurdidad pido explicaciones en oficinas, por teléfono y por la app. Todavia sin respuesta.
Ayer fui a dar de baja la cuenta y el chico que me atendió ni me miró a la cara a lo largo de la gestión y parecía sordo mientras le exponía el motivo de mi baja.
Una pena, recomiendo a todo el mundo no pisar una oficina de estos ****.",1.0
Opinión sobre BBVA,"si no eres cliented e BBVA la cuenta online es la mejor opcion. Si ya eres cliented el banco puedes contratarla, pero tendrás que pagar por las tarjetas",1.0
Opinión sobre BBVA,"Por que no es verdad lo que dicen !!!, y si no, me pueden llamar del banco, que se lo explicaré.",5.0
Opinión sobre Cuenta Online Sin Comisiones,"De repente van y me cobran la comisión de una tarjeta que anule y ellos mismos destruyeron en la oficina delante de mis narices hace 2 años y medio.
Ahora me dicen que tengo que anularla yo mediante la web y que tramitaran mi queja.
Menuda panda de ****!!!
",1.0
Opinión sobre Cuenta Online Sin Comisiones,"Como muchos explicaís aquí nos dieron una sorpresita a final de año con sus nuevas modificaciones en las cuentas no bonificadas,es decir sin ingresos fijos de nóminas,pensiones o transferencias.Acudimos a la entidad,nunca recibimos carta de dichas modificaciones,ni email ni firmamos de acuerdo en base de estas,así que pusimos reclamación.Nos soplaron 215€,nuestros intentos por ahora han sido en vano,así que miraremos por la vía del oficina del consumidor para que nos asesoren.Una vergüenza.
",1.0
Opinión sobre BBVA,"Semanas sin contestar al telefono, en agosto cierran la sucursal, Cuando por fin contacto no me resuelven la duda y llevan meses dando largas ,pero eso si, cada vez que consigo pillarles insisten en colocárme fondos de inversión , planes de pensiones y seguros. Tambien insisten en hacer contrato multicanal : para un asesoramiento personal nulo y tener que hacer todo online, me voy a ING,EVO, Openbank o similar...
Poca seriedad, nula profesionalidad y pesimo servicio.",5.0
Opinión sobre BBVA,"Me convencieron para hacerme la tarjeta de crédito diciéndome que no pagaría ninguna comisión si me daba de baja la tarjeta de débito. 
Me cobraron 40 euros y tras reclamar me dicen que tengo razón y me lo tienen que devolver, han pasado ya 6 meses y aún no me han devuelto nada.
Para mí, ****.",1.0
Opinión sobre BBVA,Llevo un año y sin problemas. Me regalaron unas gafas hawkers al registrarme por ser menor de 30. Nunca me gan cobrado comisiones. Muy buena opción lo del gestor personalizado.,3.0
Opinión sobre BBVA,"Os daré una sencilla y breve solución, que todos entenderéis.

Si no tenemos una nómina, si no somos empresarios, si nuestro dinero está muerto, nosotros para ellos tb lo estamos.....

Seguros con BBVA no hagáis ninguno, en general no hagáis nada, todo es un motivo de venta y para nosotros sólo problemas!!",1.0
Opinión sobre BBVA,El dia 3 de enero sacaron de mi tarjeta de credito 250.01 a los 3 minutos bloque la tarjeta e llamado 20 veces al bbva nada le escrito 4 correos tampoco nada llevo 20 añosen el banco con nomina y ademas puse la denuncia del fraude a la policia y llame 10 veces a donde estaba el dinero en londres eso pone x lo menos en el movil ya no se que hacer perdere el dinero sacare todo mi dinero nomina y me ire a otro banco que me traten mejor,1.0
Opinión sobre BBVA,"LLEVO LLAMANDO TODA LA MAÑANA , NO ES LA PRIMERA VEZ , 

NADIE CONTESTA, 
NUNCA CONTESTAN AL TELÉFONO
VERGONZOSO",1.0
Opinión sobre BBVA,"Te **** cuando pueden, ojo con el cobro de comisiones fantasma, de las que no informan, por 6 meses me han cobrado casi 200 euros. Luego te mandan anuncios que es un banco cercano y que te ayudan, y ni se os ocurra ir a caja si no teneis sueldazo, pasaran de vosotros como una basura, si tienes dinero no te cobran y eres importante, si tienes pocos ingresos eres una basura a la que exprimir todo lo que puedan. 
Estoy en proceso de cambiarme ya",1.0
Opinión sobre Cuenta Blue,"Una verguenza de banco.te saquean todo lo que pueden.no hacer caso de la gente que habla bien en los  comentarios.esta gente posiblemente trabajan alli.si alguien quiere abrir una cuenta por favor que se lo piense dos veces. Un banco nefasto


",1.0
Opinión sobre BBVA,"Hasta para cancelar la cuenta me han cobrado los 25€ de comisión por el trimestre...
Pronto se quedarán solo con cuentas blue y on-line...
",1.0
Opinión sobre Hipoteca BBVA,"118,20€ de comisiones en 2017. A cambio de qué?
El banco más caro de todos, sin ofrecer nada a cambio... 15 años perdidos, teniendo los últimos 10 años ingresos mensuales de 600€ minimo. No les valen los ingresos - sólo las transferencias... No me quedaba de contratar una cuenta sin nomina ni comisiones en otra entidad... Ahora mis ingresos van para ellos.",5.0
Opinión sobre BBVA,sin problema probada y sin comisiones y con la app del movil no hace falta ni ir al banco para nada,4.0
Opinión sobre Cuenta Online Sin Comisiones,La atención al cliente es pésima y si encima no eres cliente ni te dan la hora,3.0
Opinión sobre BBVA,luego llegas al banco y las condiciones no son as mismas. Mucho ojo,5.0
Opinión sobre BBVA,Cobran comisiones absolutamente por todo aunque cuando vallas a la sucursal para abrir una cuenta o una tarjeta te dicen que no pero cuando te cobran la comisión se excusan diciendo que son ordenes  de arriba modifican todo a su antojo sin notificarlo ,1.0
Opinión sobre BBVA,"Puedes abrirte una cuenta totalmente online de forma rápida y sencilla. Además, las aplicaciones para controlar tus cuentas son muy intuitivas. Llevo dos años con este banco y no he tenido ningún problema ni he tenido que pagar comisiones de nada. Muy recomendado.",1.0
Opinión sobre BBVA,"LO ÚNICO QUE SABEN HACER ES PONER PEGAS, NO SOLUCIONAN LOS PROBLEMAS",5.0
Opinión sobre Cuenta Online Sin Comisiones,"BBVA adquirió la Caja de la cual he sido cliente toda la vida.
El resultado ha sido pasar a cobrarme 160€ anuales por una cuenta sin nómina? Vaya abuso. 
Ante tal absurdidad pido explicaciones en oficinas, por teléfono y por la app. Todavia sin respuesta.
Ayer fui a dar de baja la cuenta y el chico que me atendió ni me miró a la cara a lo largo de la gestión y parecía sordo mientras le exponía el motivo de mi baja.
Una pena, recomiendo a todo el mundo no pisar una oficina de estos ****.",3.0
Opinión sobre Hipoteca BBVA,"Patético! Atención pésima y eso que soy cliente desde joven... Me intereso por un piso, me contestan un correo muy escueto diciendo que está reservado. En su web sigue como disposnible.Lamentable servicio.",1.0
Opinión sobre BBVA,"Comisiones abusivas.
Trato horrible con los clientes.
He dejado de ser cliente de este banco tras la adquisición de la caja de la que provenia en la que estuve más de 20 años.
",1.0
Opinión sobre BBVA,de lo mejor que he encontrado ,1.0
Opinión sobre BBVA,Ojo con las comisiones y las vinculaciones,1.0
