score,comentario,opinion
2.0,Me hicieron una transferencia de Sabadell y han pasado ya 3 días y no ha llegado cua do supuestamente en cualquier banco las transferencias llegan en 1 día. Quien quiere operatividad no es un banco rapido,Opinión sobre N26
1.0,"Muy mala experiencia, son muy complicados y si reclamas te bloquean tu cuenta y se quedan con tu dinero, me lo acaban de hacer  a mi.",Opinión sobre N26
5.0,"Hace menos de una semana que me hice clienta, me llego la tarjeta en pocos días, de momento muy bien. Y el darse de alta muy rapido y sencillo.",Opinión sobre N26
1.0,N26.no dijo nada.no puede cobrar el erte con estas cuentas.y no se hacen resposables de nada.que mal,Opinión sobre N26
3.0,solo dificultades para abrirla,Opinión sobre Cuenta N26
4.0,La cuenta se abre en 10 minutos y la tarjeta la he recibido enseguida. La aplicación móvil muy rápida.Recomendable.,Opinión sobre N26
5.0,Estoy muy contento con N26. Desde que lo contraté hará en 2018 no he tenido ningún problema. He tenido que recurrir a atención al cliente mediante chat y me han solucionado los problemas de manera rápida y eficaz. Las 5 retiradas al mes en mi opinión son más que suficientes y nunca las suelo exceder ya que te permite pagar con Google o Apple Pay de manera muy cómoda. Perfecto para gente joven que viaje con relativa frecuencia por Europa y el mundo que quiera llevar sus finanzas al día.,Opinión sobre N26
1.0,La validación por vídeo es pésima. Así que lo he dejado por imposible.,Opinión sobre Cuenta N26
1.0,"Pésima la atención de esta gente, les escribo al chat, me saludan, les cuento mi caso y cierran el chat sin más explicaciones, no merece la pena un banco donde no te atienden las personas",Opinión sobre N26
1.0,"...SEGURO de N26 es cercano al ****, no es como ellos explican en su web, es muy complicado, debes pagar el viaje con la tarjeta si o si para usar la cancelación del vuelo y, no hablan castellano correctamente, ni mucho menos 24 horas de atención, y tienes que adelantar los costes médicos sean del importe que sean y luego te rembolsan solamente si justificas todo lo que te piden, no es tan fácil, no lo recomiendo para nada….al final N26 me dio la razón y no me cobraron mas mensualidaes...",Opinión sobre N26
1.0,De momento esta bien esty esperando la trajeta  qué llega a casa tengo una problemia no me va la aplicacion  e a hablado con atención al clientes  e me la andetcho qué no pueden ayudar me as qué nada esperamos???,Opinión sobre N26
1.0,"Banco lamentable haces una transferencia SEPE entre bancos españoles que debe tardar por ley 1 dia habil y se lo pasan por el forro,es mas te dicen que son 48 h no se saben ni la ley.Un chiringuito de cuidao,no tendria mas de 100€ ahi.Su falso chat de ayuda que no funciona y el correo que tardan una semana en contestar,como tengas un problema olvidate.",Opinión sobre N26
1.0,"El proceso de registro, fotos y videos una autentica ****. es insufrible. He desistido porque la unica solucion que me ofrecen es que mi movil no es lo bastante bueno.",Opinión sobre N26
5.0,"Yo, por mi experiencia, sobre todo viajando (por las razones que os dejo abajo), la recomiendo SIN NINGUNA DUDA porque:1. No cobra ningún tipo de comisión por realizar pagos en el extranjero, mientras en bancos tradicionales como BBVA o",Opinión sobre N26
2.0,"Aunque en su web pongan ""pagos con tarjetas sin tasas ni comisiones en monedas extranjeras"" Si que te cobran  la tasas de cambio oficiales de MasterCard.  Vamos que me quedo con Revolut.",Opinión sobre N26
5.0,"La recomiendo por mi experiencia, sobre todo viajando. Además, ahora hay una promoción y al abrir tu cuenta ahora recibirás 15€ al realizar tu primer pago por un importe superior a 15€!! 15€ GRATIS! Y además consigues un reembolso de hasta el 10% cuando pagas con tu tarjeta N26 en Booking.com. Podéis utilizar mi invitación para conseguir la promoción y disfrutar de un nuevo concepto de banco. ¡¡¡¡Corred!!!! ¡Os dejo aquí el código, chicos! ****",Opinión sobre N26
1.0,Lo mismo que  @DESESPERADO,Opinión sobre N26
1.0,"Opino que son unos farsantes. El servicio de atención al cliente por chat es una auténtica m..... Toman el pelo a la gente. En fin, no les pongo ni media estrella. HORROROSO!",Opinión sobre N26
5.0,"Para mi es perfecta,0 problemas. Atención al cliente siempre disponibles. Si queréis abrir una cuenta utilizar mi código **** y obtendrás 15€ gratis.",Opinión sobre N26
1.0,"Después de múltiples intentos de mandar la info que me solicitan me manda mail que dice...""Lo sentimos, pero no podemos abrirte una cuenta en N26.Por motivos legales, no podemos darte más información y nuestro equipo de Atención al Cliente tampoco podrá ayudarte a partir de ahora.""Ahora me dan miedo ellos!",Opinión sobre N26
1.0,"Fatal. Nada recomendable. Abrí una cuenta y tras muchísimos intentos de verificación de cuenta, por fín pude entrar a la aplicación varias veces, pensando que todo estaría solucionado. Sin embargo, una semana después recibo un correo simplemente diciendo que por motivos legales no se puede abrir mi cuenta y nadie, absolutamente nadie, está autorizado a decirme nada más. Es incomprensible e inadmisible.",Opinión sobre N26
1.0,"Desafortunadamente el proceso de verificación de identidad, no funcionaba. Del mismo modo la asistencia por chat no soluciona nada. He solicitado que borren todos los datos personales facilitados y tardarán 6 días en enviar email de confirmación porque tienen muchas solicitudes que atender. Todo fue bien hasta verificar mi identidad por medio de un video. Debería funcionar mejor. Muy descontento. No lo recomendaría.",Opinión sobre N26
5.0,"Yo, por mi experiencia, sobre todo viajando (por las razones que os dejo abajo), la recomiendo SIN NINGUNA DUDA porque:1. No cobra ningún tipo de comisión por realizar pagos en el extranjero, mientras en bancos tradicionales como BBVA o LaCaixa las comisiones en el extranjero pueden llegar a ser superiores al 5%. 2. Podemos pagar con ella en cualquier parte del mundo.3. Las retiradas de dinero en el extranjero solo tendrán una pequeña comisión del 1,7%, lo cual es mucho inferior a la cobra",Opinión sobre N26
1.0,"Todo muy bien hasta que estando de viaje (sin roaming en mi móvil) N26 decidió hacer una comprobación “eventual” de mi dispositivo vinculado. Como solo lo pueden hacer por sms o llamada y no era solución, decidí contactar con el chat, ya que tenía wifi. No me aportaron ninguna solución a pesar de que les sugerí comprobar mi identidad de la forma que quisiesen (incluido WhatsApp, correo, preguntas de seguridad...). No me dieron ninguna solución. No lo recomiendo como opción para viajar",Opinión sobre N26
1.0,me ****...nunca me enviaron la targeta...y no he podido entrar en la cuenta...no he podido chatear con ninguno de ellos mi mail ***** alguien me puede ayudar ? No creo sea un buen sistema...no hay direccion fisica? no hay nombres...imposible comunicarse por voz ...solo pregunta y respuesta ....no he podido entrar con la clave porque me pide el codigo de area de la ciudad y Panama no tiene codigo postal..todo es un misterio ....perdi el dinero que deposite ..,Opinión sobre N26
1.0,"3 videollamadas para verificar mi identidad y o me atienden en ingles, me cortan pq dicen que no se escucha bien, me dicen que tengo que volver a llamar pq entra un mensaje durante la llamada... la tipa es super tiesa, Desisto de intentar nada más, cuando se me plantee un problema no quiero ni imaginarme como me atenderían.",Opinión sobre N26
1.0,"Me encuentro con varios problemas con n26 desde hace más de dos meses y no han sido capaz de solucionar nada. Tengo más de 1000€ en una cuenta en N26, dinero que tengo atrapado y no he conseguido retirar, he intentado llamar, comunicarme por el chat, e enviado email, de todo pero no han sido capaces de ayudarme en nada, su unica respuesta es que espere ya que están con muchas solicitudes . ****",Opinión sobre N26
1.0,El INEM no acepta la cuenta n26. Tengo que cobrar una subvención de Cataluña y tampoco me la aceptan. Me veo obligada a abrir otra cuenta en otra entidad. Solo se puede usar como segundo banco,Opinión sobre N26
1.0,"****!!!! no confieis en ellos!!! te dices que es gratuita y cuando te das cuenta no te llega la targeta y estas pagando 16€ al mes. te dicen que el error es tuyo despues de llamar varias veces por saber porque no llega la targeta en los dias estimados. aun no te llega la targeta y ya te estan cobrando. me tengo que ir de viaje y la targeta no solo no llegara, si no que la voy a pagar mensualmente. gracias por **** banqueros **** el dia que abrais una sede lo hareis con miedo",Opinión sobre N26
3.0,no funciona para residentes con NIE que sean cubanos,Opinión sobre Cuenta N26
1.0,No la recomiendo en absoluto. Todo han sido problemas desde que la tengo. Mala atencion del departamento de atención al cliente. Luego te cobran en la tarjeta black un seguro que segun ellls es una cuota por los servicios prestados. Mas vale lo conocido que lo desconocido.,Opinión sobre N26
1.0,"Muy mala experiencia al cancelar la cuenta nomina, teoricamente sin comisiones, resulta que cuando cancelas la cuenta te cobran una comisión de la cual no se informa en ningún momento. He intentado hablar con ellos por telefono y mail y me dicen que estan “valorando la situacion planteada” hace más de un mes de eso. Muy descontento por su falta de transparencia.",Opinión sobre Cuenta Nómina
5.0,vale es que yo la queria coger porque la ultima vez que me fui de viaje me quede en numeros rojos por las **** comisiones que me cobraron y estaba buscando una que no teniese estas cosas,Opinión sobre Tarjeta MasterCard N26 You
5.0,laa utilice para irme a berlin y todo correcto ninguna comision al volver a casa tambien cuando saque dinero alli,Opinión sobre Tarjeta MasterCard N26 You
1.0,No pude abrir la cuenta. Pregunté y nadie se puso en contacto conmigo.Poco fiable todo pienso yo.,Opinión sobre Cuenta N26
1.0,No era lo que buscaba,Opinión sobre Cuenta N26
1.0,Mi mujer acaba de intentar abrir cuenta con 10 años en españa con tarjeta de residencia permanente y el especialista que le atendio para identificarla fue un maleducado y denegó su cuenta sin motivo. Cuando con el permiso de residencia se puede abrir sin problema. Un cliente insatisfecho completamente,Opinión sobre N26
1.0,"Soy español no sé como funciona la tarjeta porque no me ha llegado, pero la experiencia que he tenido con ellos es nefasta. Lo de la identificación de identidad me pareció super-super-excesivo, con una señorita, que creo se reía de mi, la tarjeta nunca  llegó, luego indagando vi que en mi movil tenían un prefijo extraño, no sé de que pais, pero podía entrar en la app porque las claves en sms que me madaban, nunca me llegaban, y no pude hacerles compreden que yo no había cambiado de telefono.",Opinión sobre N26
2.0,"Importante : - No se puede domiciliar Seguridad Social (para los autonomos eso es MUY problematico ni pagar hacienda) ;- No se puede descargar, ni pedir, ni devolver un recibo (para la contabilidad, mi gestor esta encantado... ni los recibos de las mutuas, ni del alquiler, NADA ! Un agente al telefono me ha confirmado que no se puede)-  La app es chula, la interface, etc. Pero en España eso no puede ser une cuenta oficial !!!!",Opinión sobre N26
5.0,Viajando este verano con la tarjeta N26 a Colombia.  Todo bien.  Lo que mas me ha gustado es conocer el importe en euro al momento con un mensaje y los cajeros BBVA alli gratuitos con N26,Opinión sobre Cuenta N26
1.0,"El objetivo de esta cuenta era tener una tarjeta para viajar, me encuentro en un bucle con mi app y no puedo operar ,ahora estoy fuera del pais , la aplicación no me funciona, atención al cliente no me contesta los correos, no puedo entrar en el chat ni por la aplicación ni atrabes de la WEB ,no me lo puedo creer, es desesperante creerme.",Opinión sobre N26
1.0,"¡¡¡¡¡pesimo e incluso peor, vergonzoso!!!!!! Como tengas un problema para accder al la web es imposible contactar con estos señores. En mi caso particular les he escrito ya 3 veces y no hay manera de que ni siquiera me contesten ¡de verguenza!. mucha banca del futuro y el servicio de atencion al cliente es del siglo pasado. ¡no funciona! lo que es del todo inaudito para una banca que pretende dar servicio sin oficinas fisicas. Al final me voy de vacaciones y voy a tener que habrir otra cuenta",Opinión sobre N26
1.0,Os quiero contar una experiencia nefasta con la cuenta N26 y de paso alertaros y desaconsejados contratar este #banco. Me robaron la cartera pedí copia #tarjeta (es la única forma de operar con este banco) me clavaron más de 6 € cancelar la cuenta. Ahora me declaran el triple por supuesto descubierto. Evidentemente son unos #****. El servicio #atenciónalcliente es lamentable.,Opinión sobre N26
1.0,Malísima atención por parte del personal que gestiona videollamadas. No lo recomiendo,Opinión sobre N26
1.0,"Solo para dar de alta una cuenta me es imposible, siempre me sale el cartel de póngase en contacto con el servicio tecnico cosa que por más que intento es imposible, ni chat ni chachachá. No tienen un tlf para poder llamar en España.No me quiero ni imaginar si tengo que cancelar la cuenta o si tengo algún problema, pienso por lo complicado que es hacer una transacción simple y lo que leo en comentarios que este banco no es nada seguro 5/6.",Opinión sobre N26
1.0,"Muy lamentable mi experiencia con N26. Cuando obtuve la tarjeta todo muy bien, pero de imprevisto me notificaron que mi cuenta estaba cancelada por violar la cláusula 19; que es lo más vago que hay; y por más que me comuniqué para solventarlo, me dijeron que no me podían dar más datos. Ahora ya está cancelada mi cuenta, y no puedo acceder al portal para conocer mis últimos movimientos; me he comunicado tres veces para recibir mi último extracto bancario, y muy atentos en el chat y tal, pero no l",Opinión sobre N26
1.0,"¡Qué curioso!, opiniones de 5 estrellas que parecen publicidad, o bien de 1 estrella (porque no dejan 0) con cualquier problema.Yo sólo pregunté por una cuestión que me respondieron rápido y formalmente correctamente pero con una solución absolutamente inútil.Mucha publicidad ""chupi-guay"" pero aparentemente sin nada detrás. Ignoro como pueden dar autorización bancaria a estos ""chiringuitos"".",Opinión sobre N26
4.0,"Hace unos meses que tengo N26 y se ha convertido en mi cuenta principal, es excelente.Las principales ventajas, a parte de la app, son los pagos móviles y las notificaciones instantáneas dé absolutamente todo.Las desventajas que le encuentro están en el proceso de verificación, que se hace por videollamada a una tercera empresa y fueron un poco antipáticos. A parte que no se pueda ingresar dinero en cajero, te obliga a tener la nómina domiciliada o hacer transferencias desde otra entidad.",Opinión sobre N26
1.0,"No lo recomiendo, la atencion al chat es pesima, me han duplicado la tarjeta de debito y me hacen un cobro de 2126,70 euros, dejando en descubierto (pese a ser de debito) reclamo, me lo devuelven y sobre la tarjeta anulada me llega de nuevo el cargo. Ahora no me lo quieren devolver ya que argumentan que el banco de origen de la transaccion indica que es correcto. Como pueden dejarme en descubierto siendo de debito? Y no puedo sacar el dinero ahorrado en mi espacio.Una verguenza total, denunciad",Opinión sobre N26
5.0,Estoy muy contento con este banco. Muy rápido y estable.,Opinión sobre N26
1.0,Después de un listado largo de bancos debo decir que este me encanta.,Opinión sobre N26
1.0,"La simplicidad de la aplicación, la velocidad de respuesta de la asistencia.",Opinión sobre N26
5.0,Todo sin ser una cuenta nomina.,Opinión sobre N26
1.0,,Opinión sobre N26
1.0,-Si falta alguna cosa como poder tener un descubierto en la cuenta(por si llega algún recibo inesperado).,Opinión sobre N26
5.0,,Opinión sobre N26
1.0,-Un método de carga rápido como Revolut(con tarjeta) para los que no la utilizan como cuenta primaria o solo para viajar.,Opinión sobre N26
1.0,,Opinión sobre N26
4.0,-Quizá alguna tarjeta de crédito.,Opinión sobre N26
4.0,Es una gran estafa yo no active ni use ni tengo tarjeta fisica por robo pero sin activsr y siguen intentando cobrar 300€ para dar de baja algo que nunca se activo ni utilizo. tener mucho cuidado ****,Opinión sobre N26
1.0,Me parece vergonzoso la atención que he recibido. Te cobran un seguro que va asociado a la tarjeta black y no puedes descargarte ningún tipo de información. Te dicen que es una cuota pagas todos los meses y no te dicen la verdad. Señores lo que incluyen en un seguro y no cuota. Digan la verdad.,Opinión sobre Cuenta Nómina
1.0,"Yo la recomiendo 100%. Es una cuenta excelente: 0 comisiones, 0 mantenimiento, 0 preocupaciones. Se abre muy fácilmente y tienen políticas amables y nada restrictivas. N26 me permite retirar efectivo en CUALQUIER cajero sin cobrarme comisiones. Es PERFECTA para viajar al extranjero, yo hice un viaje este verano a Canadá y no pierdes nada de dinero con el tipo de cambio. Además, si traes amigos puedes ganar 15€!  Yo os dejo por aquí el mío para que os podáis unir directamente! Para cualquier duda",Opinión sobre Cuenta N26
1.0,"Malas experiencias con las condiciones vinculantes en la tarjeta del banco N26. Tiene permanencia y cobros mensuales. Reclamaciones (Servicio muchas veces falla, pago online acaso va) se tratan en meses y la cancelación de los servicios (permanencia de 12 meses) es una obra mayor. Me quedo muy insatisfecho en general y recomiendo, para aquellas que buscan una tarjeta de credito, optar por otros servicios aunque sean de mas coste inical.",Opinión sobre N26
1.0,"Una verdadera verguenza ,problemas de todo tipo para hacer la cuenta, cuando contactas con ellos y expones los problemas que  ellos mismos causan,se limitan a decir que estudiaran tu caso y dejan pasar el tiempo sin solucionar nada.Mi consejo es que si no te hace mucha falta una cuenta con ellos,pases y busques otra opcion mas fiable.Te ahorraras quebraderos de cabeza.",Opinión sobre N26
4.0,"Envío gratuito de tarjetas y 15 € de crédito. Sin impuestos ni cargos, reciba su tarjeta gratis y 15 € de crédito de bienvenida!",Opinión sobre N26
1.0,"La comisión es de 1,7% pero la que te cobra el banco puede ser de 10€ más añadido a esa comisión y eso lo ponen muy oculto en la app. Después de llevarme Bnext y N26 al último viaje, Bnext le da mil vueltas. Esperando a ver qué tal se comporta Revolut.",Opinión sobre N26
1.0,"Para mi fatal. Me hackearon la cuenta y el correo y ahora no puedo entrar en ninguno de los 2, escribí un correo support dónde te mandan los del chat y ellos te vuelven a mandar a ellos otra vez...Quiero dar de baja mi cuenta y no puedo ya que te piden la 5 transacción y yo no hice ninguna, asique , pasan de  ti...llevo así más de 1 mes...saben cómo se puede dar de baja uno si no puedes acceder a tus cuentas ni correo?",Opinión sobre N26
5.0,"No te aplican ninguna comisión, lo cual debería ser la norma en todos los bancos. Además la interfaz de la plataforma es muy intuitiva, y la accesibilidad desde el móvil es de 10. El único pero, que es un banco alemán, por lo que las empresas españolas te pondrán mil pegas para ingresar la nómina y demás facturas. Pero este problema está previsto que se solucione en los próximos meses con un IBAN español.La tarjeta te llega enseguida, al menos en mi caso particular",Opinión sobre N26
2.0,"Por ahora todo bien, me abrí la cuenta, la tarjeta llegó gratis a los 2 días, ningún problema con la cuenta todavía. Para las transferencias desde el extranjero me resulta más fácil recibirlas ya que aparece el número BIC y los contactos a quienes se la he recomendado nos han ingresado 15€. El único problema que las transferencias de distintos bancos tardan 2 días en llegar.",Opinión sobre Cuenta N26
1.0,Imposible verificar la cuenta. Solo permite la verificación por videoconferencia y no va fluido ni por WIFI ni por datos. Imposible. Si no son capaces de verificar una cuenta no quiero ni pensar cómo serán en lo demás. Muy mal.,Opinión sobre N26
3.0,"Tras 3 frustrantes días intentando completar el alta de una cuenta, he desistido y he pedido el borrado de mis datos. Problemas de identificación la1ª vez , al dia siguiente otro intento y me identifican y me piden la vinculación con el teléfono para ya poder disponer de mi cuenta. pero no puedo proseguir la vinculación. En el chat solo saben torearte amablemente sin ofrecer soluciones. Al tecer dia desisto = frustración y perdida de tiempo. No imagino ser cliente y tener un problema serio. ",Opinión sobre N26
2.0,"No lo recomiendo para nada , los de chat no se identifican con nombre y apllidos, El personal on line esta muy limitado para resolver incidencias, Prácticamente son operadores . Cuidado que te la pueden dar.",Opinión sobre Cuenta N26
4.0,"Recibo la tarjeta y para activarla debes saber dinero en un cajero. El día que lo intento me indican ( cuando consulto en el chat) que hay un problema con las conexiones que lo intente al día siguiente. Al día siguiente el banco me quiere cobrar comisión, cancelo la operación y me atiende al chat un chico muy ****. Si esta es la fiabilidad y el trato que recibo, mejor dejo mi dinero en otro banco.",Opinión sobre N26
4.0,"He intentado darme de alta en la cuenta, en la videoconferencia por tres veces me dicen que el sonido es malo, que llame nuevamente. La señal es perfecta, he hablado después con otros paises y todo correcto. Si empezamos así poco vamos a durar en N26.",Opinión sobre Cuenta N26 Business Black
4.0,"No lo recomiendo a nadie,lo primero el servicio de atención al cliente es pésimo,por no decir que no existe ,en el chat te piden comprobaciones de seguridad una detrás de otras,preparate hasta 5 y movientos de tu cuenta,y luego no te advierten de la tarjeta metal 12 mensuales cuotas a 16,90 euros ,según ellos te mandan un email ,no te puedes dar de Baja ,muchísimo cuidado con N26.",Opinión sobre N26
5.0,"Intenté retirar dinero con el móvil desde un cajero de BBVA pero fue imposible. Al final pude sacar con la tarjeta, no me han cobrado ninguna comisión ni he tenido ningún problema.",Opinión sobre N26
5.0,"Soy cliente de N26 desde hace 2 años, siempre había funcionado bien, hasta que me duplicaron la tarjeta y me hicieron un fraude, el cual resolvieron adecuadamente. El problema comienza al no enviarme la nueva tarjeta, se tardaron 2 meses y después de sufrir con el Chat me enviaron 3 tarjetas mas y ninguna sirvió, manteniendo mi dinero bloqueado todo este tiempo. La atención al cliente es fatal, no resuelven, no hay manera de que alguien de la cara y te hable, con lo cual, no la recomiendo.",Opinión sobre N26
1.0,Mas de un año sin problemas y de pronto una transferencia no llega a su destinatario. Tres semanas reclamando sin respuesta y adios a 390 € y me cierran la cuenta. no se la recomiendo ni a mis enemigos,Opinión sobre N26
4.0,Buenos días yo quiero hacer una pregunta me han dicho q me van a pasar un dinero atravesar de n26 son unos cuantos Miles creéis UE es seguro ..mi cuenta de verá cancelada y cómo funciona realmente? Gracias,Opinión sobre N26
3.0,Personalmente a mi la cuenta N26 me ha ido muy bien y si la abres con mi enlace te llevas 10€ y luego puedes invitar.,Opinión sobre N26
1.0,"He intentado abrirme la cuenta hasta en 3 ocasiones. La última fue el colmo de los colmos, la persona que me atendió en la videollamada no hablaba bien el español y fue muy grosera e impertinente, tanto que le colgué la llamada sin terminar de abrirme la cuenta. Informé inmediatamente por chat y en lugar de darme alguna solución me dieron la dirección de correo electrónico a la que podía enviar un mensaje.",Opinión sobre N26
5.0,"A mi fueron incapaces de vincularme un nuevo móvil que me compré, por lo que dejé de operar con N-26. Periódicamente me cargan 3 euros más de descubierto, generado por ellos mismos. Es poca cosa (10 euros) pero voy a demandar a N-26",Opinión sobre N26
5.0,"No es para empresas, es para autónomos como indican en su página web.",Opinión sobre N26
5.0,Hoy he intentado activar mi tarjeta sacando dinero del cajero. He ido a 6 entidades diferentes y todas me pedían comisión. En atención al cliente de N26 me han dicho que tengo 5 extracciones al mes sin comisión. Una **** y encima si cancelas la extracción de dinero te cuenta como si lo hubieses sacado!,Opinión sobre N26
1.0,Todo perfecto hasta que necesitas hablar con ellos. Mi caso: por entrada errónea del pin la tarjeta queda bloqueada. La única manera de contactar es vía chat o correo y dentro de un horario concreto. Yo lo hice dentro del horario y no tuve respuesta. Lamentable. Imagínate que tienes un problema gordo y el banco no responde. He visto que han tenido varias denuncias por este motivo,Opinión sobre N26
4.0,Muy contenta con el banco por el momento. Al abrir la cuenta gané 10 euros usando un código promocional. ,Opinión sobre N26
5.0,Saco dinero en cualquier cajero Caixa o BBVA sin comisión. ,Opinión sobre N26
5.0,"Ya no se puede hacer el alta con una foto, solo videollamada...",Opinión sobre N26
5.0,"He probado Revolut y N26. La app de N26 me parece más limpia e intuitiva, aunque ambas cuentas están muy bien. La recomiendo",Opinión sobre N26
4.0,Es una de las mejores apps bancarias que he probado. He sacado efectivo de varios cajeros sin comisión. ,Opinión sobre N26
5.0,"El servicio ha sido un **** con todas las letras. He ido haciendo cargos y abonos de un negocio que tengo en internet y de pronto con 8.000€ en la cuenta un dia recibi un mail diciendo q según la regla 33 (o sea, me la saco de la manga) la cuenta es cancelada. Ni idea de por qué!! A partir de aquí todo es.un despropósito y una atención al cliente inexistente. Tengo mi dinero bloqueado en la cuenta y tras enviarle la documentación que decía en el correo que había qie hacer, no sabemos nada",Opinión sobre N26
1.0,Horrible para contactar con ellos. Después  de muchos Mails e intentar conectar por teléfono con ellos aun no lo he logrado (una semana),Opinión sobre N26
5.0,"Primera operación con tarjeta, sacar dinero de cajero, me cobran 1,5 euros",Opinión sobre Cuenta N26
4.0,Cliente desde casi hace 2 años.,Opinión sobre N26
5.0,"Atención nuevos clientes! que no os copien la tarjeta Mastercard N26... tendréis serios problemas para recuperar vuestro dinero. Después de 20 días, 10 emails, tres farragosos formularios de disputa y varios chat con la inexistente Atención al Cliente de N26, no devuelven el importe. NO CUBREN EL CASO DE FRAUDE CON MASTERCARD N26. Cuidado, no funciona como el resto de entidades financieras... vuestro dinero no está seguro. Complican la reclamación de los importes.",Opinión sobre N26
1.0,Cuando haces una transferencia un viernes desde otro banco a N26 hoy lunes a las 10:20 de la mañana aun no esta No me parece nada avanzado En este aspecto queda mucho Y no es la primera vez 3 dias en una transferencia es demasiado,Opinión sobre N26
5.0,"Pues la primera operación de sacar dinero, me han cobrado 1.5euros.",Opinión sobre N26
