score,comentario,opinion
1.0,Estoy súper cabreado con este Banco Santander nunca tuve problema con el Popular le estoy pidiendo un dinero que me tienen que devolver de la hipoteca desde Agosto 2020 .ya que el Tribunal Europeo dictó una sentencia que muchos de los gastos de hipoteca lo tenían que devolver al final lo tendré que pedir por el juzgado,Opinión sobre Santander
1.0,"No soy cliente del Banco Santander, pero os aseguro que nunca lo voy a ser. Ayer se quedó el cajero con mi tarjeta al ir a pagar un recibo. Cuando he a recogerla, me dicen que tengo que hablar con mi banco porque está retenida ""LISTAS NEGRAS"". Llamo a mi banco y me dicen que no hay ningún tipo de restricción y no entiende por qué no me la devuelven. Total, al final he tenido que solicitar un duplicado. El de seguridad que está en la puerta organizando la cola, parece un pistolero sin educación.",Opinión sobre Santander
1.0,"Penoso. Ni se os ocurra. Lo peor. Una estrella, porque hay que valorar, pero ni eso pondría.",Opinión sobre Santander
1.0,"El peor banco de todos cuantos haya, 90 euros más iva por liquidar la herencia de mi padre, cuando otros bancos no cobran nada, el banco más **** de todos cuantos haya siempre intentan meter mano a tu dinero con comisiones que otros bancos no cobran, pero les van a dar por el culo a estos sinverguenzas.",Opinión sobre Santander
5.0,Ok,Opinión sobre Cuenta Zero
1.0,"El Santander, parafraseando a Groucho: partiendo de la nada ha llegado hasta las más altas cotas de miseria. Desprecio absoluto por el cliente, **** legales, amén de incompetentes. No me explico el milagro de los premios y el autobombo del nombre. El milagro: Convertir la **** en oro. Ese es el ""mérito"" de esta **** de banco.",Opinión sobre Santander
2.0,"Pésima atención, muy problemático a la hora de arreglar algún asunto relacionado con la tarjeta de nomina.",Opinión sobre Santander
1.0,"Tengo que darle una estrella porque es lo mínimo, mi opinión personal es del 1 al 10 es de 0. El peor banco de todos cuantos haya y la gente con la que hablas todos te dicen que se van a cambiar, resulta que falleció mi padre y ahora para liquidar la herencia del dinero de la cuenta nos cobran 90 euros más iva, cuando en otros bancos no cobran, no abráis cuenta en este banco; es lo peor de lo peor, a mí en su día intentaron cobrarme por la tarjeta pero la dí de baja se quedaron con las ganas.",Opinión sobre Santander
1.0,De las peores prácticas que he visto en la banca. Incompetencia total y**** al cliente,Opinión sobre Santander
1.0,Abrí la cuenta 123 cuando empezó. Me pagaban intereses y un porcentaje por recibo domiciliado así que pasé todo mis recibos. Luego me bajaron los intereses y me obligaron a hacer 3 compras con su tarjeta y lo cumplí. Luego me eliminó a ZERO mis intereses y dijo que en compensación quitó la obligación de pagar 3 recibos y en eso estabamos cuando sin previo aviso en agosto y septiembre me han cargado 12 euros/mes parece que por administracion. He reclamado e iré al Banco de España si es preciso...,Opinión sobre Cuenta 1|2|3
1.0,"hola, estoy harta de que en cada operación que quiero realizar desde mi domicilio, me de siempre error la firma electrónica y llamo al banco y jamas me cojan el teléfono.",Opinión sobre Santander
4.0,"Y hoy mismo, he intentado hacer una transferencia y como siempre no me ha dejado la puñetera firma electrónica y he llamado al teléfono que indica la página y cuando hablo con una teleoperadora me dice que me va a mandar una llamada digital y que elija envío por sms y asi lo hago,pero oigo"" lo enviamos a su domicilio"" ,como??uf",Opinión sobre Cuenta Smart
1.0,"Mi intención es quedarme hasta los 31, aprovechando la máximo las ventajas, y luego pasarme a Openbank",Opinión sobre Santander
1.0,Estoy alto que me tomen el pelo el día 16/7/2020 El Tribunal de Justicia Unión Europeo dictó sentencia que las hipotecas que se hubiera pedido tenían que revisar ya que tendría de devolver varios gastos a los que hubieran pedido una hipoteca y le estoy solicitando que me devuelva el dinero que me han cobrado de más y detallado desde Agosto y el director de Banco también lo solicito y tampoco le responde¿ que le pasa a este banco ?,Opinión sobre Santander
5.0,"No es practico. me lo recomendaro, pero desde que me hice clienta no me han echo ningun tramite facil.",Opinión sobre Santander
1.0,"Acabo de abrir mi cuenta en este banco y estoy fascinada con el trato cercano y la amabilidad de sus empleados (Santander localizado en la calle Industria de Barcelona).Aún no puedo opinar acerca de mi cuenta corriente como tal, pero he de reconocer que el trato y la simpatía de los empleados que me han atendido, han hecho mi día muy feliz.Gracias a Carolina y al director de la oficina por su amabilidad, humanidad y su voluntad de ayudar. Me quito el sombrero. ¡Chapó!",Opinión sobre Cuenta Zero
1.0,Me cobran 12€ euros mes por la cara y no puedo dar de baja la cta por estar ms padres ya fallecidos,Opinión sobre Santander
1.0,"De lo peor en atencion ya son muchos años entrando en sus oficinas, la universidad, pago de impuestos, recibos del ayuntamiento. Una vez fui cliente y sus comisiones son tan elevadas que jamás los recomendaré.",Opinión sobre Cuenta 1|2|3
1.0,"No me gusta el Santander... recuerdo que yo tenía ""cero comisiones para toda la vida""... bla bla bla... luego te lo cambian y te lo vuelven a cambiar ... puro cuento, cero en seriedad.",Opinión sobre Santander
1.0,"En la sucursal de **** en Ourense el trato es horrible, después de llamar el día anterior para pedir cita,pues mi padre es de riesgo, estuvimos 35 minutos en la calle esperando entrar y posteriormente 25 minutos dentro y el único que movía el trabajo era el señor de caja los demás solo paseaban y hablaban sobre su vida y cuando se les preguntaba algo te contestaban de malas formas. Y lo que mas rabia me dio fue que el único que trabajaba me pidiera disculpas, una vergüenza.",Opinión sobre Santander
1.0,Llevo esperando 40 dias para rescatar mi plan de pensiones. No ta atiende nadie. Lamentable. Lo peor.,Opinión sobre Santander
1.0,Voy a pagar recibo al cajero y se queda con el cambio lleva la oficina tres meses cerrada por obras llamo por teléfono y me dicen que tengo que reclamarlo en oficina física y no saben si me lo devolverán. Un cero para el Santander,Opinión sobre Cuenta Zero
3.0,"Tenía una cuenta de “Familiar de empleado” en el Banco Popular Español por la que no me cobraban las tarjetas de débito y crédito. Al ser comprado por el Santander, han dejado de respetar las condiciones contractuales. (Botín es el nombre de los fundadores... o es un apodo). Es un abuso en todos los sentidos. He cancelado lógicamente la cuenta después de 25 años.",Opinión sobre Trae tu hipoteca variable
3.0,"bien, hemos quedado satisfechos aunque con bastante vinculacion...",Opinión sobre Trae tu hipoteca variable
2.0,Flexibles y mejor precio que la hipoteca que teniamos. Un acierto,Opinión sobre Tarjeta e-Cash
4.0,"La tarjeta e-cash del Santander sigue bloqueandose, con operaciones que hace unos días funcionaban. Les llamé y la desbloquearon. Dijo que era porque aumentaron el nivel de seguridad, pero yo creo que lo que aumentaron fue el nivel de inutilidad.",Opinión sobre Cuenta Smart
1.0,"como cuenta joven es de las mejores. Por lo menos dura hasta los 31 años sin comisiones ni exigencias, en Bankia y EVo a los 24 o así ya no te consideran joven estos ****",Opinión sobre Cuenta Smart
1.0,"Contraté online la cuenta smart 123 para la universidad. Desde la sucursal gestionaron muy mal la verificación de identidad, uno de los pasos a completar si no eres titular de otra cuenta.Pasaron los 24 días hábiles para presentar la documentación, y aunque en la sucursal me dijeron que ya estaba activada, se bloqueó y sigue bloqueada tras una semana y varias llamadas al centro de soporte explicando una y otra vez el problema.Finalmente la cerraré para evitar futuros malentendidos.",Opinión sobre Cuenta 1|2|3
1.0,"****, tengo una cuenta para pagar la hipoteca y me cobran todos los meses 12 euros al mes, me dicen que si la cuenta no esta vinculada a la hipoteca en escritura, ajo y agua. Estoy muy cabreado, son unos ****.",Opinión sobre Santander
3.0,la atencion es deplorable,Opinión sobre Hipoteca Altamira
1.0,3 estrellas,Opinión sobre Santander
1.0,"No es cuestión de empleados,es la politica del banco de echar al cliente tradicional de oficina para convertirse en un Banco puramente digital.Luego echaran a empleados,cerraran oficinas y solo dejaran cajeros y robots telefonicos.Como cualquier empresa de servicios publicos,agua luz gas...con la sque contactar es imposible.",Opinión sobre Santander
1.0,La peor experiencia de mi vida confusos y no profesionales Me sorprende que no hayan fracasado ya,Opinión sobre Cuenta Zero
1.0,"Llevaba desde el 2003 con el Santander sin problema alguno. A partir de enero me estan cobrando 12 €, según me dicen por no cumplir las condiciones de la cuenta 1,2,3. Al principio tenia cartilla 0 comisiones, me la cambiaron y ahora solo tengo cuenta zero 123, eso si, pagando 12 euros por lo que antes era 0. Un ****",Opinión sobre Santander
1.0,"Debido a la situación actual han cerrado muchas oficinas cercanas a mi puesto de trabajo por lo que no me es posible desplazarme a ellas para cualquier duda o gestión. Lo intento llamando por telefono de atención al cliente, sin exagerar, llevo 3 semanas intentando que me contesten pero siempre sale lo mismo (""todas las líneas están ocupadas""). Finalmente opté por tomar la decisión de solicitud on line, sin previa información profesional.",Opinión sobre Cuenta 1|2|3
1.0,"Dan unas condiciones y a los dos o tres meses te estan cambiamdo, la patricia botin no vale como presidente",Opinión sobre Santander
1.0,"Es una verguenza la atencion a los mayores en el Santander del ****, y menos mal que son clientes Vip!!. trabajan gracias a los clientes y se dan el lujo de tratarlos como si molestaran. ¿Asesor financiero? de que van...una tal **** soberbia como nadie, se creerá que es Ana Botin?",Opinión sobre Cuenta 1|2|3
1.0,"Desastroso. Sucursal *****. No tienen vergüenza... No se puede desatender a las personas mayores. Lo que he visto hoy ahí, es para sacar el dinero del banco. Inhumanos!!! Vivís de nuestro dinero, no es vuestro. Ojalá os cambien por máquinas ya pq os lo estáis ganando a pulso ****",Opinión sobre Santander
1.0,"Penoso. Sucursal de ****, empleados poco asertivo mal educados, pretenciosos y con pocas ganas de ayudar. Obligan a la gente mayor hacer sus ingresos en cajeros a partir de las 11, pq si no a los pobres empleados (cito palabras textuales de la cajera), nos toca si no salir a las 3...wow!!! Que tarde!!!... Las personas mayores en muchos casos no entienden los cajeros, y menos cuando más veces de las deseadas, dichos cajeros no reconocen los billetes... Fatal...",Opinión sobre Tarjeta e-Cash
1.0,"Si queréis un bonito papelucho que se os deshace en las manos estáis de suerte. Santander e cash es una tarjeta de papel para hacer transacciones online que jamas recibirás en plástico. En caso de que quieras hacer una compra y no tengas tu móvil, sorpresa, no podrás porque o bien se ha roto o se ha perdido el papelito impreso, que no es ni cartulina siquiera, folio. Así que si os gusta la ecología y almacenar papeles inservibles que tirareis a la basura porque se rompen, es vuestra tarjeta",Opinión sobre Santander
2.0,Reclamación por cargo indebido hace 3 meses. Ninguna contestación a fecha de hoy. Anunciaban 40 días para resolución. Deduzcan qué valoración podemos atribuirle a esta entidad.,Opinión sobre Santander
1.0,"Lamentable, poco a poco se van cargando la imagen del popular y con ello a sus clientes. Parece mentira",Opinión sobre Santander
1.0,Cuidado con los planes de penciones os engañan que se puede retirar el dinero en cualquier momento que lo necedites pero Es un gran mentira.....Me paso una urgencia y me dicen que no se puede retirar salvo que me quede en paro o una larga enfermedad....Mientras tanto ellos invirtiendo mi dinero en prestamos y a mi cero intereses..... Al loro porque para mentir por hacerte un seguro son muy buenos pero para devolver lo que es de uno se hacen los ****.,Opinión sobre Oficina 0669 en Portugalete
1.0,"pongo una estrella porque hay que poner alguna, pero mi opinión es de cero",Opinión sobre Santander
1.0,Los seguros funcionan fatal a la hora de solucionar problemas y reclamaciones con ellos,Opinión sobre Santander
1.0,Una verguenza de banco q no piensa en los clientes.vivo en un barrio en las afueras de zaragoza en **** y desde el 14 de marzo sin servicio.Trabajo en una tienda y 6 meses llevamos pidiendo cambios a otros bancos q si piensan en los clientes El cajero q es lo unico q nos han dejado se estropea y llamas por tfno y ni t hacen caso t pasan de un tfno a otro sin darte solucion si se t traga algun billete tenemos q ir a otro banco lo dicho en cuanto podamos quitamos todo,Opinión sobre Santander
4.0,"Cobran isr de cuentas de inversion mal, para benefociarse",Opinión sobre Trae tu hipoteca fija
2.0,"condiciones mucho mejores que las nuestras, recomendable",Opinión sobre Trae tu hipoteca fija
3.0,al final no nos la dieron y fue esperar para nad,Opinión sobre Trae tu hipoteca fija
1.0,"Aunque con algunos seguros ahora pagamos menos que antes. El trato es bueno y son relativamente rapidos en cancelar y abrir una hipoteca nueva, Hemos quedado satisfechos.",Opinión sobre Santander
1.0,"Pésimo banco quise abrir una cuenta por mi trabajo y resulta que les debo porque en mi empleo anterior nos cambiaron de banco por algo debió ser, y que ahora generó comisiones y no puedo cancelar ni aperturar hasta que pague, es el único banco que me cobra por tener mi nomina, he tenido con Bancomer, banamex, HSBC,. Banorte y nunca tuve problemas por reaperturar cuenta, son unos **** y su aplicación y atención a clientes es nefasta.",Opinión sobre Cuenta 1|2|3 Smart
1.0,"Abrí la cuenta smart desde mi móvil y para que se activase me tenía que identificar en la sucursal. Poco después de identificarme y que ellos me lo confirmaran, me empezaron a llegar correos pidiéndome que o bien hiciese una trasferencia desde una cuenta de la que fuese titular (esta era mi primera cuenta) o fuese a la oficina de nuevo. Me han cancelado la cuenta en pleno finde semana y cuando ya la había facilitado en formularios. Haced la cuenta en la oficina, no existe online-oficina.",Opinión sobre Santander
3.0,"Cobran por todo y además una exageración, abandonè para siempre la banca fisica, ahora banca online con otra entidad y encantado de la vida.",Opinión sobre Préstamo Coche Ecológico
3.0,"sisi lo qe qerais de barato pero el seguro ""opcional"" te lo venden como q lo tienes q contratar x ****",Opinión sobre Préstamo Coche Santander
3.0,al principio no me hacia mucha gracia la cuenta vinculada pero he de decir que ahora estyo contento,Opinión sobre Tarjeta de crédito Zero
4.0,bien,Opinión sobre Préstamo Ganador Santander
1.0,"fan,",Opinión sobre Santander
5.0,"Pésimos, engañosos, no informan, ****, novación firmada de carencia hipotecaria, y siguen pasando cuotas....el pez grande se come al pequeño, pero con este no podrá 🦁🐿️💪🏻",Opinión sobre Cuenta Smart
1.0,"Yo tengo la cuenta desde los 19 años, ahora tengo 22, y me funciona perfectamente. Me permite pagar con el móvil, enviar bizum, consultar saldo y no pago comisiones ninguna...",Opinión sobre Santander
1.0,"Sin estrellas..te cobran comisiones inexistentes y se aprovechan.. contraté un seguro de vida el 6 del mes de Julio, me cargaron la cuota de un seguro de vida en la oficina de **** de la cual, me aseguraron tanto el director como la subdirectora de la promoción que habia en ese momento si lo contrataba, tenia un 20% de descuento y no me han aplicado. A dia de hoy espero respuesta y reembolso de ese 20% que me aseguraron que me reembolsarían.",Opinión sobre Santander
1.0,Mi padre ha sufrido un fraude y le han sacado 1000€ de la cuenta. Llama a un telefono del Santander y le dicen que no le devuelven el dinero. Ha sido un fraude y ha perdido 1000€ y el banco Santander no hace nada ni seguro ni nada.,Opinión sobre Santander
1.0,"Definciente, nada servicial. El peor banco.",Opinión sobre Santander
1.0,Horrible. No te cogen el teléfono ni te solucionan los problemas,Opinión sobre Cuenta 1|2|3
1.0,"No merecen ni una estrella, pero no puedo enviar mi comentario si darle puntuación. Mi opinión es que cuanto más alejados de esta cosa que llaman banco, mejor. Son unos usureros y en cuanto atención al cliente nula total.",Opinión sobre Santander
1.0,"De lo peor que existe en bancos. Fui a firma una autorizacion en una cuenta de un familiar , me pidieron mas datos que para un prestamo y al final no pudo ser despues de casi una hora para rellenar la documentacion. Algo increible. No caigais en su redes",Opinión sobre Santander
1.0,"Unos **** que viven de **** con prestamos y comisiones inexistentes, **** que les ampara la Ley y la Monarquia. Te pone que debes 4700, a los dos dias 4970 euros, te roban 100 euros en comisiones etc. Hacen lo que les da la gana. LA LEY LES AMPARA, asi va España. Llena de **** de la Policia.",Opinión sobre Santander
1.0,"Me cobran 9 euros mensuales, por no tener mi autónomo domiciliado en la cuenta. Increíble..consultaré con mi abogado.",Opinión sobre Santander
3.0,Un banco nefacto no te cojen ni el telefono colas horrorosas para que despues de una hora minimo esperando no te solucionen nada muy mal no se lo aconsejo a nadie,Opinión sobre Hipoteca Fija Santander
1.0,"Buen interes un 1,40 pero Comisión de amortización parcial elevada los primeros años. Un 2 %",Opinión sobre Santander
1.0,"Una basura de atención, peor no lo pueden hacer, malos horarios, gente maleducada, incumplimiento de contratos, la que me han liado para todo siempre es poco, no os hagais clientes bajo ningún concepto",Opinión sobre Santander
1.0,Nosotros veníamos del antiguo banco Popular y al pasar al Santander nos ha ido fatal. Queremos cancelar la cuenta y es como misión imposible y encima te siguen cobrando dinero y mas dinero... No lo recomiendo en absoluto,Opinión sobre Santander
1.0,ayer fui a mi oficina a que me cambiaran monedas por billetes y me dicen que ya no tienen caja que tengo que ir a otra oficina a cambiarlo me parece vergonzoso que tenga que desplazarme a otra mas lejos sera cuestion de pensar si cierro las cuentas y sacar el dinero ei unico perjudicado es el cliente,Opinión sobre Santander
1.0,"He escuchado, que ha habido un cliente que fue capaz de contactar con la sucursal de Huelva Avda. De Alemania. Pero creo que es una leyenda urbana....",Opinión sobre Santander
1.0,Intento abrir cuenta y me dan largas.Mienten sin escrúpulos al teléfono.No recomiendo este banco.Huir de este banco...,Opinión sobre Santander
1.0,"Que desastre de banco, llevo cuatro días y voy a ir mañana a desistir de mi contrato, si alguna vez contratáis no se os ocurra hacerlo online, las oficinas no pueden hacer nada con tu cuenta porque eres online aunque te hayan asignado esa oficina, el 915123123 no contesta nadie nunca, los papeles no los tramita nadie y te quedas en el limbo, mira que tengo y he tenido cuentas en bancos pero lo de este banco es lo peor que he visto en mi vida, tiene mucha fama y mucho nombre pero nada mas.",Opinión sobre Santander
1.0,"Fui cliente del Santander durante algún tiempo. En el año 2018 cancelé mi cuenta, préstamo y tarjeta de cto. Pero desde el mes de enero pasado me vienen reclamando un cantidad por teléfono, correos o e-mails de forma que se podría calificarse de acoso. En todas la ocasiones les solicito el orígen de tal reclamación ya que no soy su cliente desde hace más de dos años y hasta la fecha no me han aclarado nada. hace unos se pusieron en contacto conmigo la empresa KONECTA (Asesores juridicos)",Opinión sobre Santander
5.0,"Buenas tardes. Pésima atención, tenemos una cuenta, un prestamos que nos queda nada para pagarlo y varias cosas que pagamos por ahí ; desde hace unos meses, como te carguen el recibo por la tarde te falte algo  y no hagas el ingreso en el momento, al día siguiente te llaman, te tratan como morosa. Ahora ya son mas exclusivos te llama un contestador y te dice que regularices la cuenta cuando ya esta regularizada. Coordinación cero, deseando poder cancelar la cuenta. Me siento ACOSADA . Inhumanos.",Opinión sobre Santander
1.0,"el banco santander de sanlúcar la mayor esta cerrada desde el confinamiento, los cajero automaticos no funcionan, llamo y los agentes estan ocupados qué hago?",Opinión sobre Santander
1.0,"Llevo esperando mi plan de pensiones 12 dias, estoy jubilado y todavia no saben cuando podre cobrar, me parece vergonzoso.",Opinión sobre Santander
1.0,"No puede ser más malo...cuatro meses intentando hablar con la oficina, con el teléfono de atención al cliente.....nunca descolgaron el teléfono,  solicite cita a través de la app y cero respuesta....y por si fuera poco tengo q desplazarme 10 km y esperar colas interminables...una vergüenza de banco.",Opinión sobre Cuenta 1|2|3
1.0,"Doy una estrella por poner algo ,pero en mi opinión no merecen ni eso",Opinión sobre Santander
1.0,"He tenido que contratar un abogado para que me defienda de la chapuza que me hicieron al  refinanciar un préstamo, con el consiguiente perjuicio económico para mí",Opinión sobre Cuenta 1|2|3
1.0,,Opinión sobre Santander
2.0,Yo no lo recomiendo para nada,Opinión sobre Santander
1.0,"He cerrado las dos cuentas que tenía con ellos. Eran cuentas heredadas del Banco Popular, con un saldo conjunto de 2356 Euros,Me han cobrado una comisión de manera retroactiva( 8 meses) de 159 Euros, fui a reclamar a la oficina y después de aguantar una cola de 1 hora, me dicen que ponga una reclamación y que si no estoy conforme, hay otros bancos.",Opinión sobre Santander
1.0,Nefasta la desatención al cliente. Nefasta la gestión. Son unos truhanes: no cumplen las condiciones pactadas con los colectivos a los que perteneces: HUYE DEL BANCO SANTANDER!!!!!,Opinión sobre Santander
1.0,"Ayer justamente cerré 2 cuentas que tenía con ellos..Muchas oficinas las han cerrado temporalmente (eso dicen) y yo me tuve que ir a 3,5 km de mi casa para cerrar las cuentas.El banco ha perdido todo lo bueno que tenía.Ahora solo tiene : colas, esperas, empleados que no están  y comisiones.",Opinión sobre Santander
1.0,Servicio al publico lamentable,Opinión sobre Santander
1.0,"Atencion al cliente mala, educacion inexistente,comisiones hasta por respirar, lo unico que les sobra es prepotencia.",Opinión sobre Santander
1.0,"Son ****Te cargan un recibo y el mismo dia haces el ingreso por cajero, que es inmediato y los **** van y te lo devuelven Puenso quitar la cuenta",Opinión sobre Santander
1.0,"Es el peor banco que he visto, tengo que pagar un recibo y pasan de mi , dicen que lo haga en un cajero y no me explican como. Jamas tendria una cuenta en este banco",Opinión sobre Santander
1.0,"No solucionan nada, solo saben que ponerte pegas a todo, y si no pagas te buscan pero para solucionar pasan de ti",Opinión sobre Santander
1.0,"Una vergüenza para el nivel y la publicidad que tienen. Las peores condiciones y servicios que he vivido nunca con un banco. Hay muchas cajas de ahorros con mejores condiciones y tratos que ellos para el nombre que tienen. Impresentables, especialmente la oficina de HUÉRCAL-OVERA (ALMERÍA)",Opinión sobre Santander
1.0,"Como Cliente del SCH, creía estar en una entidad acorde a su nivel, pero desde que hace días meses abrí una cuenta con mi hija, no MEB he dado cuenta del bajo nivel que tienen, pese a ser uno de los mejores bancos de España.Profesionalidad, cero. Incompetencia interdepartamental. Da igual que el trato sea telemático, como personal, el caso es que te marean más que en la propia Adminstracion pública y no te resuelven nada que suponga un esfuerzo o un conocimiento más allá de la pura rutina.",Opinión sobre Santander
1.0,Tengo días intentando hablar con un agente de atención al cliente.  Es una vergüenza. Hoy me han dejado esperando con la musiquita una hora y he colgado por agotamiento.  Después de 15 años en el Santander me estoy planteando cambiar de banco.,Opinión sobre Santander
1.0,"Te cobran por todo , si te descuidas hasta por entrar a sacar dinero.",Opinión sobre Santander
1.0,"Mala atención ,no atienden al teléfono, cambian unilateralmente condiciones en la cuenta. Lastima por el Popular. ,",Opinión sobre Santander
1.0,"Hoy me ha llamado una chica del banco Santander para informarme sobre una situación y ha sido una ****. Entiendo que todos podemos tener un mal dia pero nunca me habian hablado tan mal sin motivo. Una verguenza de servicio. Si pudiera hablar con su superior me gustaria que escuchara la grabación por el trato **** que me ha dado. Horrible experiencia, tanto que he optado por cambiarme de banco. Han perdido a una clienta.",Opinión sobre Santander
5.0,"Cancelar la cuenta te cobran, ingresar dinero monedas un importe de 15 € en  la cuenta comisión 5€.El trató recibido pésimo ect",Opinión sobre Santander
1.0,llevo llamando varios días pero nadie contesta!!!! mejorad el servicio de atención al cliente.,Opinión sobre Santander
1.0,"el servicio de atención al cliente es pésimo, yo no lo recomiendo para nada",Opinión sobre Santander
1.0,"El peor banco con el que he trabajado nunca. Me cambiaron las condiciones unilateralmente del contrato de préstamo para hacer un máster. Posteriormente como no pude pagarlo debido al cambio de las condiciones,me acosaron telefónicamente hasta que mis padres tuvieron que pagarlo todo. Práctica ****.",Opinión sobre Santander
1.0,"Estoy muy contenta y satisfecha con la atención recibida, y los trabajos realizados. Agradecida.",Opinión sobre Santander
1.0,"les pongo una estrella por que afuerzas tengo que poner una estrella, me ****, pague una anualidad por una tarjeta que nunca pude usar, en servicio al cliente bien groceros me colgaron mas de 6 veses, dios guarde una emergencia y pasa algo malo es el peor banco la peor experiencia esta pesadilla que eh vivido no se la recomiendo a nadie",Opinión sobre Santander
1.0,"Atención al cliente: fatal. 6 meses sin resolver mi problema. seis meses. Cada vez pasando llamada a uno y otro. increíble. Ahora mismo, he esperado 25 minutos a que me respondan al teléfono. 25. Después de haberme dicho ""paso la llamada al departamento que corresponde"". Lo he dejado, otra vez. Es imposible tener su atención. No comment.",Opinión sobre Cuenta 1|2|3
1.0,Una verguenza. No tengo palabras para describirlos.,Opinión sobre Santander
4.0,El servicio s,Opinión sobre Tarjeta de Crédito Mundo Santander
2.0,"Ni con la nomina y recibos domiciliados te adelantan un anticipo de la devolución renta, como echo de menos el popular. Resumiendo la cueva de Ali Baba",Opinión sobre Santander
1.0,"El peor banco que he visto en mi vida, no le llega al popular ni a la suela de los zapatos y los empleados absorbidos se han adaptado muy bien a la política de esta firma, por lo que mejor es cambiar de banco",Opinión sobre Oficina 5452 en Valladolid
1.0,"De verguenza este banco. 2 meses llevo para que me resuelvan un problema creado por ellos. Y es para que me manden una nota de pago, si fuera para cobrar no se lo que tendria que esperar. Ni atencion al cliente, ni a sus propios gestores les hacen caso. Jamas volvere a tener nada con ellos y atodo el que conozca le contare mi caso para que se abstenga de hacerse cliente. Muy mal trato",Opinión sobre Santander
1.0,buena tarjeta no tiene comisiones por año y para aplazar compras no es cara,Opinión sobre Santander
4.0,Unos **** para **** 49 eurs que listos se andan se creen que regalan algo los listos,Opinión sobre Anticipo Beca Santander
3.0,"Me parece lamentable que un Banco abra a las 9, pero aún me parece peor que no actualicen el horario en internet y aparezca como que abre a las 8.30,",Opinión sobre Tarjeta de crédito Santander PRIME
1.0,"Llevo un mes cada día intentando activar mi cuenta 1I2I3  online pero nada, el peor es que he hecho una transferencia desde mi cuenta en otro banco como opción de verificación de la cuenta, y nada tienen mi dinero y no me activen la cuenta, hasta en la sucursal me dicen que hay que activarlo online, nadie te atiende en teléfono, he gastado mucho saldo pero siempre en la espera, un desastre de Banco y servicio !!!!!!",Opinión sobre Santander
1.0,He tenido que poner una estrella porque no podía escoger CERO.La atención es deplorable que llegan a rozar el insulto personal.Un ejemplo de la mala gestión : solicito el teléfono de la oficina 1244 de granada tras ser imposible de localizarlo en Internet y me dan un numero donde es IMPOSIBLE que te atiendan para dar hora de atención. Personado en la oficina y tras espera de 1 hora para ser atendido de mala manera se me dice por un empleado que no es su problema si no me atienden el teléfono,Opinión sobre Santander
2.0,la pedi el año pasado y bien porque de otra manera no hubiese podido estudiar lo unico prestar atencion a los costes que tiene,Opinión sobre Santander
